transect	resp	date	coef	mode	d.chenal	d.mer	alt	surf	p.roc	p.moul	p.huit	p.bala	p.alg	p.encr	p.eau	s.flaq	d.flaq	Bitret	Gibcin	Gibsp.	Gibtum
a90	sasha.donnier	21-sept-17	99	a	90	37	0.7	0.29438	100	0	2	50	50	0	0	NA	NA	0	0	13	0
a90	sasha.donnier	21-sept-17	99	a	90	37	0.7	0.29438	100	0	2	50	50	0	0	NA	NA	0	0	13	0
a90	sasha.donnier	21-sept-17	99	a	90	37	0.7	0.29438	100	0	2	50	50	0	0	NA	NA	0	0	13	0
a90	sasha.donnier	21-sept-17	99	a	90	37	0.7	0.29438	100	0	2	50	50	0	0	NA	NA	0	0	13	0
a90	sasha.donnier	21-sept-17	99	a	90	37	0.7	0.29438	100	0	2	50	50	0	0	NA	NA	0	0	13	0
a90	sasha.donnier	21-sept-17	99	a	90	37	0.7	0.19625	100	0	2	50	50	0	0	NA	NA	0	0	13	0
a90	sasha.donnier	21-sept-17	99	a	90	37	0.7	0.19625	100	0	2	50	50	0	0	NA	NA	0	0	13	0
a90	sasha.donnier	21-sept-17	99	a	90	37	0.7	0.19625	100	0	2	50	50	0	0	NA	NA	0	0	13	0
a90	sasha.donnier	21-sept-17	99	a	90	37	0.7	0.29438	100	0	2	50	50	0	0	NA	NA	0	0	13	0
a90	sasha.donnier	21-sept-17	99	a	90	32	0.5	0.29438	90	0	0	5	30	0	0	NA	NA	0	0	22	0
a90	sasha.donnier	21-sept-17	99	a	90	32	0.5	0.29438	90	0	0	5	30	0	0	NA	NA	0	0	22	0
a90	sasha.donnier	21-sept-17	99	a	90	32	0.5	0.29438	90	0	0	5	30	0	0	NA	NA	0	0	22	0
a90	sasha.donnier	21-sept-17	99	a	90	32	0.5	0.29438	90	0	0	5	30	0	0	NA	NA	0	0	22	0
a90	sasha.donnier	21-sept-17	99	a	90	32	0.5	0.19625	90	0	0	5	30	0	0	NA	NA	0	0	22	0
a90	sasha.donnier	21-sept-17	99	a	90	32	0.5	0.19625	90	0	0	5	30	0	0	NA	NA	0	0	22	0
a90	sasha.donnier	21-sept-17	99	a	90	32	0.5	0.24531	90	0	0	20	90	0	0	NA	NA	0	0	22	0
a90	sasha.donnier	21-sept-17	99	a	90	32	0.5	0.24531	90	0	0	20	90	0	0	NA	NA	0	0	22	0
a90	sasha.donnier	21-sept-17	99	a	90	32	0.5	0.36797	90	0	0	20	90	0	0	NA	NA	0	0	22	0
a90	sasha.donnier	21-sept-17	99	a	90	32	0.5	0.36797	90	0	0	20	90	0	0	NA	NA	0	0	22	0
a90	sasha.donnier	21-sept-17	99	a	90	32	0.5	0.36797	90	0	0	20	90	0	0	NA	NA	0	0	22	0
a90	sasha.donnier	21-sept-17	99	a	90	32	0.5	0.36797	90	0	0	20	90	0	0	NA	NA	0	0	22	0
a90	sasha.donnier	21-sept-17	99	a	90	32	0.5	0.36797	90	0	0	20	90	0	0	NA	NA	0	0	22	0
a90	sasha.donnier	21-sept-17	99	a	90	32	0.5	0.36797	30	1	0	5	70	2	10	NA	NA	0	0	12	0
a90	sasha.donnier	21-sept-17	99	a	90	32	0.5	0.36797	30	1	0	5	70	2	10	NA	NA	0	0	12	0
a90	sasha.donnier	21-sept-17	99	a	90	32	0.5	0.36797	30	1	0	5	70	2	10	NA	NA	0	0	12	0
a90	sasha.donnier	21-sept-17	99	a	90	27	0.4	0.36797	100	0	0	40	60	0	0	NA	NA	0	0	0	0
a90	sasha.donnier	21-sept-17	99	a	90	27	0.4	0.36797	100	0	0	40	60	0	0	NA	NA	0	0	0	0
a90	sasha.donnier	21-sept-17	99	a	90	27	0.4	0.36797	100	0	0	40	60	0	0	NA	NA	0	0	0	0
a90	sasha.donnier	21-sept-17	99	a	90	27	0.4	0.36797	100	0	0	40	60	0	0	NA	NA	0	0	0	0
a90	sasha.donnier	21-sept-17	99	a	90	27	0.4	0.36797	100	0	0	40	60	0	0	NA	NA	0	0	0	0
a90	sasha.donnier	21-sept-17	99	a	90	27	0.4	0.36797	100	0	0	40	60	0	0	NA	NA	0	0	0	0
a90	sasha.donnier	21-sept-17	99	a	90	27	0.4	0.36797	100	0	0	40	100	0	0	NA	NA	0	0	0	0
a90	sasha.donnier	21-sept-17	99	a	90	27	0.4	0.36797	100	0	0	40	100	0	0	NA	NA	0	0	0	0
a90	sasha.donnier	21-sept-17	99	a	90	27	0.4	0.36797	100	0	0	40	100	0	0	NA	NA	0	0	0	0
a90	sasha.donnier	21-sept-17	99	a	90	27	0.4	0.36797	100	0	0	40	100	0	0	NA	NA	0	0	0	0
a90	sasha.donnier	21-sept-17	99	a	90	27	0.4	0.36797	80	0	0	40	100	0	20	NA	NA	0	0	0	0
a90	sasha.donnier	21-sept-17	99	a	90	27	0.4	0.36797	80	0	0	40	100	0	20	NA	NA	0	0	0	0
a90	sasha.donnier	21-sept-17	99	a	90	27	0.4	0.36797	80	0	0	40	100	0	20	NA	NA	0	0	0	0
a90	sasha.donnier	21-sept-17	99	a	90	27	0.4	0.36797	80	0	0	40	100	0	20	NA	NA	0	0	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	90	0	0	60	100	0	10	NA	NA	0	3	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	90	0	0	60	100	0	10	NA	NA	0	3	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	90	0	0	60	100	0	10	NA	NA	0	3	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	90	0	0	60	100	0	10	NA	NA	0	3	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	90	0	0	60	100	0	10	NA	NA	0	3	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	90	0	0	60	100	0	10	NA	NA	0	3	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	90	0	0	60	100	0	10	NA	NA	0	3	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	90	0	0	60	100	0	10	NA	NA	0	3	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	90	0	0	60	100	0	10	NA	NA	0	3	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	90	0	0	60	100	0	10	NA	NA	0	3	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	90	0	0	60	100	0	10	NA	NA	0	3	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	90	0	0	60	100	0	10	NA	NA	0	3	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	90	0	0	60	100	0	10	NA	NA	0	3	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	90	0	0	60	100	0	10	NA	NA	0	3	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	90	0	0	60	100	0	10	NA	NA	0	3	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	90	0	0	60	100	0	10	NA	NA	0	3	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	90	0	0	60	100	0	10	NA	NA	0	3	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	70	0	0	70	100	0	30	NA	NA	0	4	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	70	0	0	70	100	0	30	NA	NA	0	4	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	70	0	0	70	100	0	30	NA	NA	0	4	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	70	0	0	70	100	0	30	NA	NA	0	4	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	70	0	0	70	100	0	30	NA	NA	0	4	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	70	0	0	70	100	0	30	NA	NA	0	4	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	70	0	0	70	100	0	30	NA	NA	0	4	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	80	0	0	40	100	0	20	NA	NA	0	4	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	80	0	0	40	100	0	20	NA	NA	0	4	0	0
a90	sasha.donnier	21-sept-17	99	a	90	22	0.1	0.36797	80	0	0	40	100	0	20	NA	NA	0	4	0	0
																					
																					
Litlit	Litobt	Litrud	Litsax	Monlin	Nasinc	Naspyg	Nasret	Oceeri	Patsp.	Rispar	Thalap	sp	haut	larg	peri	pred	coul	text	epizo	masse	
3	0	0	0	5	0	0	0	0	4	0	1	Monlin	11.3	11.6	6.1	non	sombre	lisse	NA	0.80	
3	0	0	0	5	0	0	0	0	4	0	1	Monlin	11.2	12.7	4.7	non	sombre	lisse	NA	0.72	
3	0	0	0	5	0	0	0	0	4	0	1	Monlin	13.0	14.3	6.8	oui	sombre	lisse	NA	1.20	
3	0	0	0	5	0	0	0	0	4	0	1	Monlin	12.0	13.5	6.1	oui	sombre	lisse	NA	0.90	
3	0	0	0	5	0	0	0	0	4	0	1	Monlin	10.1	10.5	4.7	non	sombre	lisse	NA	0.60	
3	0	0	0	5	0	0	0	0	4	0	1	Litlit	12.1	10.9	5.0	oui	sombre	lisse	NA	0.68	
3	0	0	0	5	0	0	0	0	4	0	1	Litlit	11.0	9.2	3.0	non	sombre	lisse	NA	0.44	
3	0	0	0	5	0	0	0	0	4	0	1	Thalap	22.8	13.1	4.5	non	clair	rugueux	NA	1.65	
3	0	0	0	5	0	0	0	0	4	0	1	Gibsp.	9.0	12.2	4.3	oui	sombre	lisse	NA	0.77	
30	0	0	0	7	0	0	0	0	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	
3	0	0	0	2	0	0	0	0	5	0	0	Litlit	10.6	9.1	3.8	oui	sombre	lisse	non	0.46	
3	0	0	0	2	0	0	0	0	5	0	0	Litlit	9.6	8.1	2.8	oui	sombre	lisse	non	0.3	
3	0	0	0	2	0	0	0	0	5	0	0	Litlit	14.0	11.6	4.5	non	sombre	lisse	non	1.02	
3	0	0	0	2	0	0	0	0	5	0	0	Monlin	15.3	16.6	7.0	non	sombre	lisse	NA	1.78	
3	0	0	0	2	0	0	0	0	5	0	0	Monlin	13.7	14.8	5.9	non	sombre	lisse	NA	1.26	
3	0	0	0	2	0	0	0	0	5	0	0	Gibsp.	8.2	10.6	3.8	non	sombre	lisse	non	0.38	
3	0	0	0	2	0	0	0	0	5	0	0	Gibsp.	6.9	11.4	4.6	non	sombre	lisse	non	0.52	
3	0	0	0	2	0	0	0	0	5	0	0	Gibsp.	6.5	9.5	2.7	non	sombre	lisse	non	0.32	
5	1	0	0	0	0	0	0	0	10	0	0	Thalap	19.7	12.8	3.4	non	sombre	lisse	non	1.55	
5	1	0	0	0	0	0	0	0	10	0	0	Thalap	26.0	14.4	3.7	non	sombre	lisse	oui	2.30	
5	1	0	0	0	0	0	0	0	10	0	0	Gibsp.	12.4	12.4	6.6	non	sombre	lisse	non	0.95	
5	1	0	0	0	0	0	0	0	10	0	0	Gibsp.	14.0	12.6	6.6	non	sombre	lisse	non	0.92	
5	1	0	0	0	0	0	0	0	10	0	0	Gibsp.	12.2	12.4	6.3	non	sombre	lisse	non	1.04	
5	1	0	0	0	0	0	0	0	10	0	0	Litlit	15.4	13.0	5.4	non	sombre	lisse	non	1.18	
5	1	0	0	0	0	0	0	0	10	0	0	Litlit	13.0	14.7	6.7	non	sombre	lisse	non	1.85	
5	1	0	0	0	0	0	0	0	10	0	0	Litlit	11.2	12.1	5.4	non	sombre	lisse	non	1.25	
5	1	0	0	0	0	0	0	0	10	0	0	Litlit	11.8	13.6	6.7	non	sombre	lisse	non	1.83	
5	1	0	0	0	0	0	0	0	10	0	0	Litlit	14.1	12.1	6.0	non	sombre	lisse	non	1.03	
5	1	0	0	0	0	0	0	0	10	0	0	Litlit	14.6	10.4	4.6	non	sombre	lisse	non	0.85	
5	1	0	0	0	0	0	0	0	10	0	0	Litlit	13.5	10.4	6.6	non	sombre	lisse	non	0.88	
5	1	0	0	0	0	0	0	0	10	0	0	Litlit	11.9	7.8	4.1	non	sombre	lisse	non	0.57	
5	1	0	0	0	0	0	0	0	10	0	0	Litlit	13.1	11.6	6.1	non	sombre	lisse	non	0.97	
5	1	0	0	0	0	0	0	0	10	0	0	Litlit	12.5	11.6	4.9	non	sombre	lisse	non	0.81	
5	1	0	0	0	0	0	0	0	10	0	0	Litlit	11.7	10.2	5.0	non	sombre	lisse	non	0.80	
5	1	0	0	0	0	0	0	0	10	0	0	Litlit	11.6	9.0	4.0	non	sombre	lisse	non	0.60	
5	1	0	0	0	0	0	0	0	10	0	0	Gibsp.	9.8	13.4	6.0	oui	sombre	lisse	non	1.32	
5	1	0	0	0	0	0	0	0	10	0	0	Gibsp.	4.6	9.0	3.8	non	sombre	lisse	non	0.22	
5	1	0	0	0	0	0	0	0	10	0	0	Gibsp.	6.6	10.8	5.2	non	sombre	lisse	non	0.49	
5	1	0	0	0	0	0	0	0	10	0	0	Gibsp.	9.2	12.7	7.9	non	sombre	lisse	non	1.16	
5	1	0	0	0	0	0	0	0	10	0	0	Gibsp.	8.8	14.0	7.3	non	sombre	lisse	non	1.10	
5	1	0	0	0	0	0	0	0	10	0	0	Gibsp.	9.9	13.7	2.2	non	sombre	lisse	non	1.00	
11	0	0	0	0	0	0	0	0	2	0	2	Gibsp.	8.7	11.3	5.4	oui	sombre	lisse	non	0.84	
11	0	0	0	0	0	0	0	0	2	0	2	Litlit	14.9	11.8	6.5	non	sombre	lisse	non	0.91	
11	0	0	0	0	0	0	0	0	2	0	2	Litlit	10.6	9.4	4.0	non	sombre	lisse	non	0.47	
11	0	0	0	0	0	0	0	0	2	0	2	Litlit	9.8	8.9	4.6	non	sombre	lisse	non	0.43	
11	0	0	0	0	0	0	0	0	2	0	2	Litlit	9.1	6.4	2.7	non	sombre	lisse	non	0.26	
11	0	0	0	0	0	0	0	0	2	0	2	Litlit	10.5	8.5	4.2	non	sombre	lisse	non	0.44	
11	0	0	0	0	0	0	0	0	2	0	2	Litlit	8.5	6.4	3.1	non	sombre	lisse	non	0.31	
11	0	0	0	0	0	0	0	0	2	0	2	Gibsp.	9.3	13.1	5.7	non	sombre	lisse	non	1.00	
11	0	0	0	0	0	0	0	0	2	0	2	Gibsp.	5.7	10.5	4.1	non	sombre	lisse	non	0.51	
11	0	0	0	0	0	0	0	0	2	0	2	Gibsp.	6.1	11.8	4.9	non	sombre	lisse	non	0.45	
11	0	0	0	0	0	0	0	0	2	0	2	Gibsp.	6.2	10.5	4.5	non	sombre	lisse	non	0.54	
11	0	0	0	0	0	0	0	0	2	0	2	Gibsp.	6.7	9.6	3.6	non	sombre	lisse	non	0.36	
11	0	0	0	0	0	0	0	0	2	0	2	Gibsp.	5.2	9.8	3.6	non	sombre	lisse	non	0.37	
11	0	0	0	0	0	0	0	0	2	0	2	Gibsp.	6.0	10.1	4.9	non	sombre	lisse	non	0.48	
11	0	0	0	0	0	0	0	0	2	0	2	Gibsp.	5.0	6.0	4.0	non	sombre	lisse	non	0.20	
11	0	0	0	0	0	0	0	0	2	0	2	Gibsp.	4.0	7.0	3.0	non	sombre	lisse	non	0.12	
11	0	0	0	0	0	0	0	0	2	0	2	Gibsp.	4.5	8.6	2.4	non	sombre	lisse	non	0.21	
1	0	0	0	10	0	0	0	0	10	0	2	Thalap	22.3	12.1	7.0	non	rayures	lisse	non	2.20	
1	0	0	0	10	0	0	0	0	10	0	2	Thalap	23.8	13.1	5.1	non	sombre	rugueux	non	1.88	
1	0	0	0	10	0	0	0	0	10	0	2	Litlit	11.9	10.4	4.7	non	sombre	lisse	non	0.66	
1	0	0	0	10	0	0	0	0	10	0	2	Litlit	10.5	7.6	4.3	non	sombre	lisse	non	0.50	
1	0	0	0	10	0	0	0	0	10	0	2	Gibsp.	9.1	14.1	6.5	non	sombre	lisse	non	1.10	
1	0	0	0	10	0	0	0	0	10	0	2	Gibsp.	12.9	12.9	6.5	non	sombre	lisse	oui	1.10	
1	0	0	0	10	0	0	0	0	10	0	2	Gibsp.	7.5	13.1	5.0	non	sombre	lisse	non	0.91	
1	0	0	0	10	0	0	0	0	10	0	2	Gibsp.	9.0	12.0	3.0	non	sombre	lisse	oui	1.02	
1	0	0	0	10	0	0	0	0	10	0	2	Gibsp.	9.7	8.8	6.8	non	sombre	lisse	non	1.02	
1	0	0	0	10	0	0	0	0	10	0	2	Gibsp.	9.6	13.0	5.5	non	sombre	lisse	oui	1.20	
1	0	0	0	10	0	0	0	0	10	0	2	Gibsp.	8.1	13.5	4.6	non	sombre	lisse	oui	0.99	
1	0	0	0	10	0	0	0	0	10	0	2	Gibsp.	8.7	9.6	6.9	non	sombre	lisse	oui	0.53	
1	0	0	0	10	0	0	0	0	10	0	2	Gibsp.	6.1	11.2	4.4	non	sombre	lisse	non	NA	
2	0	0	0	0	0	0	0	0	27	0	1	Litlit	12.4	11.0	4.1	non	sombre	lisse	non	0.78	
2	0	0	0	0	0	0	0	0	27	0	1	Litlit	11.0	10.1	3.7	oui	sombre	lisse	non	0.52	
2	0	0	0	0	0	0	0	0	27	0	1	Monlin	13.4	14.8	5.8	non	sombre	lisse	non	1.30	
2	0	0	0	0	0	0	0	0	27	0	1	Monlin	14.1	15.0	5.5	non	sombre	lisse	non	1.44	
2	0	0	0	0	0	0	0	0	27	0	1	Monlin	11.9	13.0	5.0	non	sombre	lisse	non	0.88	
2	0	0	0	0	0	0	0	0	27	0	1	Gibsp.	10.0	11.7	4.4	oui	sombre	lisse	non	0.60	
2	0	0	0	0	0	0	0	0	27	0	1	Gibsp.	10.1	12.1	4.6	non	sombre	lisse	non	0.70	
2	0	0	0	0	0	0	0	0	27	0	1	Gibsp.	8.2	10.8	3.7	oui	sombre	lisse	non	0.48	
2	0	0	0	0	0	0	0	0	27	0	1	Gibsp.	8.4	10.3	4.4	oui	sombre	lisse	non	0.44	
2	0	0	0	0	0	0	0	0	27	0	1	Gibsp.	8.1	9.7	5.0	oui	sombre	lisse	non	0.38	
2	0	0	0	0	0	0	0	0	27	0	1	Thalap	22.4	12.9	4.0	non	clair	lisse	non	2.10	
0	0	0	0	0	0	0	0	1	10	0	0	Gibsp.	9.6	13.9	5.5	non	sombre	lisse	non	1.17	
0	0	0	0	0	0	0	0	1	10	0	0	Gibsp.	7.7	13.4	4.4	non	sombre	lisse	non	0.99	
0	0	0	0	0	0	0	0	1	10	0	0	Gibsp.	8.9	14.9	5.0	non	sombre	lisse	non	1.08	
0	0	0	0	0	0	0	0	1	10	0	0	Gibsp.	10.1	16.1	5.5	non	sombre	lisse	non	1.87	
0	0	0	0	0	0	0	0	1	10	0	0	Gibsp.	7.2	13.4	5.0	non	sombre	lisse	non	0.93	
0	0	0	0	8	0	0	0	0	10	0	0	Gibsp.	12.1	17.4	6.6	non	sombre	lisse	oui	2.60	
0	0	0	0	8	0	0	0	0	10	0	0	Gibsp.	11.3	15.2	6.4	non	sombre	lisse	oui	1.90	
0	0	0	0	8	0	0	0	0	10	0	0	Gibsp.	12.1	18.6	6.9	non	sombre	lisse	oui	2.72	
0	0	0	0	8	0	0	0	0	10	0	0	Gibsp.	10.5	15.7	5.5	non	sombre	lisse	oui	1.77	
0	0	0	0	8	0	0	0	0	10	0	0	Litlit	11.3	9.7	4.0	non	sombre	lisse	non	0.62	
0	0	0	0	8	0	0	0	0	10	0	0	Thalap	12.0	9.3	3.1	non	sombre	rugeux	non	0.81	
1	0	0	0	0	0	0	0	0	0	0	5	Litlit	11.7	11.2	6.8	non	sombre	lisse	non	0.40	
1	0	0	0	0	0	0	0	0	0	0	5	Gibsp.	5.7	10.2	4.8	non	sombre	lisse	non	0.54	
1	0	0	0	0	0	0	0	0	0	0	5	Gibsp.	8.0	10.0	6.2	non	sombre	lisse	non	0.26	
1	0	0	0	0	0	0	0	0	0	0	5	Gibsp.	5.2	8.3	4.0	non	sombre	lisse	non	0.29	
1	0	0	0	0	0	0	0	0	0	0	5	Gibsp.	5.1	9.2	4.0	non	sombre	lisse	non	0.82	
0	0	0	0	0	0	0	0	0	0	0	9	Thalap	18.5	10.6	5.0	non	clair	lisse	non	1.14	
0	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	8.4	11.2	6.2	non	sombre	lisse	non	0.81	
0	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	7.0	11.7	5.5	non	sombre	lisse	oui	0.75	
0	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	8.1	12.0	6.2	non	sombre	lisse	oui	0.74	
0	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	8.0	11.4	7.8	non	sombre	lisse	non	0.71	
0	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	8.0	11.0	5.1	non	sombre	lisse	non	0.47	
0	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	7.6	11.4	4.2	non	sombre	lisse	non	0.71	
0	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	7.8	11.9	4.1	non	sombre	lisse	non	0.63	
0	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	6.4	11.2	4.3	non	sombre	lisse	non	0.53	
0	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	6.0	10.4	4.7	non	sombre	lisse	non	0.45	
0	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	6.9	9.4	5.8	non	sombre	lisse	non	0.42	
0	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	6.8	10.6	5.7	non	sombre	lisse	non	0.42	
0	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	6.5	10.6	4.9	non	sombre	lisse	non	0.55	
0	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	4.5	8.4	3.0	non	sombre	lisse	non	0.21	
3	0	0	0	0	0	0	0	0	0	0	9	Litlit	12.2	9.9	8.4	non	sombre	lisse	non	1.84	
3	0	0	0	0	0	0	0	0	0	0	9	Litlit	11.3	8.5	5.4	non	sombre	lisse	non	0.57	
3	0	0	0	0	0	0	0	0	0	0	9	Litlit	10.5	8.0	4.1	non	sombre	lisse	non	0.41	
3	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	6.0	9.8	5.3	non	sombre	lisse	oui	0.49	
3	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	8.0	10.6	5.2	non	sombre	lisse	non	0.59	
3	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	6.9	10.6	4.0	non	sombre	lisse	non	0.56	
3	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	6.7	11.5	4.8	non	sombre	lisse	non	0.60	
3	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	7.9	11.9	4.1	non	sombre	lisse	non	0.58	
3	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	5.6	10.1	3.8	non	sombre	lisse	non	0.41	
3	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	6.3	10.4	5.6	non	sombre	lisse	non	0.50	
3	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	6.6	9.4	4.8	non	sombre	lisse	non	0.48	
3	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	4.3	8.0	5.0	non	sombre	lisse	non	0.21	
3	0	0	0	0	0	0	0	0	0	0	9	Gibsp.	4.0	7.7	4.0	non	sombre	lisse	non	0.18	
1	0	0	0	3	0	0	0	0	10	0	0	Gibsp.	8.6	9.5	5.0	non	sombre	lisse	non	0.40	
1	0	0	0	3	0	0	0	0	10	0	0	Gibsp.	9.1	11.0	5.0	non	sombre	lisse	non	0.60	
1	0	0	0	3	0	0	0	0	10	0	0	Gibsp.	9.8	11.4	5.7	non	sombre	lisse	non	0.64	
1	0	0	0	3	0	0	0	0	10	0	0	Gibsp.	8.1	10.6	4.7	non	sombre	lisse	non	0.42	
1	0	0	0	3	0	0	0	0	10	0	0	Gibsp.	7.8	11.0	5.0	non	sombre	lisse	non	0.46	
1	0	0	0	3	0	0	0	0	10	0	0	Gibsp.	7.3	9.8	4.0	non	sombre	lisse	non	0.38	
1	0	0	0	3	0	0	0	0	10	0	0	Gibsp.	11.5	13.7	5.7	non	sombre	lisse	non	0.94	
1	0	0	0	3	0	0	0	0	10	0	0	Gibsp.	9.0	11.4	4.3	oui	sombre	lisse	non	0.64	
1	0	0	0	3	0	0	0	0	10	0	0	Gibsp.	8.7	11.4	5.3	non	sombre	lisse	non	0.65	
1	0	0	0	3	0	0	0	0	10	0	0	Gibsp.	9.8	11.7	9.4	oui	sombre	lisse	non	0.70	
1	0	0	0	3	0	0	0	0	10	0	0	Gibsp.	7.7	10.4	4.8	non	sombre	lisse	non	0.40	
1	0	0	0	3	0	0	0	0	10	0	0	Gibsp.	9.8	11.8	5.7	oui	sombre	lisse	non	0.70	
1	0	0	0	3	0	0	0	0	10	0	0	Litlit	10.3	9.2	3.9	oui	sombre	lisse	non	0.43	
1	0	0	0	3	0	0	0	0	10	0	0	Monlin	13.3	14.5	7.0	non	sombre	lisse	non	1.48	
1	0	0	0	3	0	0	0	0	10	0	0	Monlin	14.0	14.7	8.0	non	sombre	lisse	non	1.56	
1	0	0	0	3	0	0	0	0	10	0	0	Monlin	15.6	16.0	7.8	non	sombre	lisse	oui	2.10	
1	0	0	0	0	0	0	0	0	6	0	0	Gibsp.	8.9	11.0	4.0	oui	sombre	lisse	NA	0.46	
1	0	0	0	0	0	0	0	0	6	0	0	Gibsp.	6.7	7.6	3.0	non	sombre	lisse	NA	0.15	
1	0	0	0	0	0	0	0	0	6	0	0	Gibsp.	9.5	10.0	5.4	non	sombre	lisse	NA	0.56	
1	0	0	0	0	0	0	0	0	6	0	0	Gibsp.	8.7	11.1	4.7	non	sombre	lisse	NA	0.58	
1	0	0	0	0	0	0	0	0	6	0	0	Gibsp.	8.2	10.7	4.0	non	sombre	lisse	NA	0.56	
1	0	0	0	0	0	0	0	0	6	0	0	Gibsp.	10.0	12.2	4.4	non	sombre	lisse	NA	0.76	
1	0	0	0	0	0	0	0	0	6	0	0	Gibsp.	9.1	10.7	3.9	non	sombre	lisse	NA	0.62	
1	0	0	0	0	0	0	0	0	6	0	0	Gibsp.	9.3	11.8	3.3	oui	sombre	lisse	NA	0.69	
1	0	0	0	0	0	0	0	0	6	0	0	Gibsp.	9.5	11.0	3.3	oui	sombre	lisse	NA	0.59	
1	0	0	0	0	0	0	0	0	6	0	0	Gibsp.	6.9	10.3	3.5	non	sombre	lisse	NA	0.41	
1	0	0	0	0	0	0	0	0	6	0	0	Monlin	15.2	11.6	8.4	oui	sombre	lisse	NA	1.60	
1	0	0	0	0	0	0	0	0	6	0	0	Litlit	12.3	7.9	6.4	non	sombre	lisse	NA	1.80	
3	0	0	0	0	0	0	0	0	0	0	0	Monlin	16.7	18.3	7.6	oui	sombre	lisse	NA	2.54	
3	0	0	0	0	0	0	0	0	0	0	0	Monlin	14.5	15.5	6.5	non	sombre	lisse	NA	1.72	
3	0	0	0	0	0	0	0	0	0	0	0	Monlin	16.8	12.0	7.1	non	sombre	lisse	NA	2.44	
3	0	0	0	0	0	0	0	0	0	0	0	Monlin	15.6	16.4	7.0	non	sombre	lisse	NA	1.88	
3	0	0	0	0	0	0	0	0	0	0	0	Monlin	11.3	13.1	5.5	non	sombre	lisse	NA	0.84	
3	0	0	0	0	0	0	0	0	0	0	0	Litlit	13.7	11.7	4.5	oui	sombre	lisse	NA	0.94	
3	0	0	0	0	0	0	0	0	0	0	0	Litlit	10.1	9.4	3.0	oui	sombre	lisse	NA	0.38	
3	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.4	10.4	3.8	non	sombre	lisse	NA	0.46	
